UNNAMED:_0_LEVEL_0_PLAYER,PASSING_ATT,PASSING_CMP,PASSING_YDS,PASSING_TDS,PASSING_INTS,RUSHING_ATT,RUSHING_YDS,RUSHING_TDS,MISC_FL,MISC_FPTS,POSITION,SCRAPE_DATE,RECEIVING_REC,RECEIVING_YDS,RECEIVING_TDS,PLAYER,FG,FGA,XPT,FPTS,SACK,INT,FR,FF,TD,SAFETY,PA,YDS_AGN,FANTASY_PTS
Chris Rodriguez Jr. WAS,,,,,,33.0,121.8,0.9,0.0,19.3,RB,2025-08-14 15:04:27,1.8,13.4,0.0,,,,,,,,,,,,,,18.919999999999998
Daniel Bellinger NYG,,,,,,,,,0.0,18.9,TE,2025-08-14 15:04:33,14.9,139.8,0.8,,,,,,,,,,,,,,18.78
Irvin Charles NYJ,,,,,,0.0,0.0,0.0,0.0,18.6,WR,2025-08-14 15:04:30,12.4,132.5,0.9,,,,,,,,,,,,,,18.65
Jaylin Lane WAS,,,,,,2.2,13.5,0.1,0.1,18.7,WR,2025-08-14 15:04:30,10.4,120.0,0.8,,,,,,,,,,,,,,18.55
Ty Chandler MIN,,,,,,18.9,96.3,0.7,0.0,18.3,RB,2025-08-14 15:04:27,5.5,38.8,0.1,,,,,,,,,,,,,,18.310000000000002
DJ Chark Jr. ATL,,,,,,0.0,0.0,0.0,0.0,18.4,WR,2025-08-14 15:04:30,9.4,128.2,0.9,,,,,,,,,,,,,,18.22
Jake Briningstool KC,,,,,,,,,0.0,18.1,TE,2025-08-14 15:04:33,12.0,121.0,1.0,,,,,,,,,,,,,,18.1
Mason Rudolph PIT,20.4,13.5,151.7,0.9,0.7,18.8,67.8,0.5,0.0,18.8,QB,2025-08-14 15:04:24,,,,,,,,,,,,,,,,,18.048
Arian Smith NYJ,,,,,,0.0,3.5,0.0,0.0,17.8,WR,2025-08-14 15:04:30,11.2,134.3,0.7,,,,,,,,,,,,,,17.98
Julian Hill MIA,,,,,,,,,0.4,18.2,TE,2025-08-14 15:04:33,14.7,133.4,0.9,,,,,,,,,,,,,,17.94
Jha'Quan Jackson TEN,,,,,,0.0,1.7,0.0,0.5,17.7,WR,2025-08-14 15:04:30,11.4,138.3,0.8,,,,,,,,,,,,,,17.800000000000004
Jelani Woods IND,,,,,,,,,0.0,17.7,TE,2025-08-14 15:04:33,7.0,117.0,1.0,,,,,,,,,,,,,,17.700000000000003
Payne Durham TB,,,,,,,,,0.0,17.6,TE,2025-08-14 15:04:33,10.8,104.6,1.2,,,,,,,,,,,,,,17.66
Elijah Higgins ARI,,,,,,,,,0.0,17.4,TE,2025-08-14 15:04:33,11.4,110.3,1.1,,,,,,,,,,,,,,17.630000000000003
Cam Akers NO,,,,,,36.1,113.4,0.6,0.0,18.0,RB,2025-08-14 15:04:27,3.0,20.4,0.1,,,,,,,,,,,,,,17.580000000000002
Quez Watkins ARI,,,,,,0.0,0.0,0.0,0.0,17.4,WR,2025-08-14 15:04:30,10.6,127.3,0.8,,,,,,,,,,,,,,17.53
Savion Williams GB,,,,,,4.4,16.4,0.1,0.0,17.5,WR,2025-08-14 15:04:30,9.1,104.8,0.8,,,,,,,,,,,,,,17.520000000000003
Keleki Latu BUF,,,,,,,,,0.0,17.1,TE,2025-08-14 15:04:33,10.0,111.0,1.0,,,,,,,,,,,,,,17.1
Mack Hollins NE,,,,,,0.0,1.7,0.0,0.1,17.1,WR,2025-08-14 15:04:30,9.2,115.5,0.9,,,,,,,,,,,,,,16.92
Erik Ezukanma MIA,,,,,,0.0,0.0,0.0,0.0,16.8,WR,2025-08-14 15:04:30,10.8,120.9,0.8,,,,,,,,,,,,,,16.89
Xavier Restrepo TEN,,,,,,0.0,2.0,0.0,0.0,16.7,WR,2025-08-14 15:04:30,10.0,105.0,1.0,,,,,,,,,,,,,,16.7
Nate Adkins DEN,,,,,,,,,0.0,16.5,TE,2025-08-14 15:04:33,8.5,69.8,1.6,,,,,,,,,,,,,,16.580000000000002
Darnell Washington PIT,,,,,,,,,0.0,16.6,TE,2025-08-14 15:04:33,12.3,123.3,0.7,,,,,,,,,,,,,,16.53
Johnny Mundt JAC,,,,,,,,,0.0,16.6,TE,2025-08-14 15:04:33,13.4,115.6,0.8,,,,,,,,,,,,,,16.36
Grant Calcaterra PHI,,,,,,,,,0.0,16.0,TE,2025-08-14 15:04:33,10.4,109.2,0.9,,,,,,,,,,,,,,16.32
Malik Willis GB,23.4,14.7,179.9,1.1,0.3,6.1,35.2,0.3,0.0,16.2,QB,2025-08-14 15:04:24,,,,,,,,,,,,,,,,,16.316000000000003
Colby Parkinson LAR,,,,,,,,,0.0,15.8,TE,2025-08-14 15:04:33,10.6,106.9,0.9,,,,,,,,,,,,,,16.090000000000003
Connor Heyward PIT,,,,,,,,,0.0,15.7,TE,2025-08-14 15:04:33,10.2,87.7,1.2,,,,,,,,,,,,,,15.97
Damien Martinez SEA,,,,,,8.6,97.0,0.6,0.0,15.7,RB,2025-08-14 15:04:27,3.0,22.0,0.0,,,,,,,,,,,,,,15.5
Kalel Mullings TEN,,,,,,10.4,96.5,0.6,0.0,15.8,RB,2025-08-14 15:04:27,3.0,21.8,0.0,,,,,,,,,,,,,,15.43
Jameis Winston NYG,29.0,18.3,262.8,1.5,1.3,2.3,10.8,0.0,0.0,16.3,QB,2025-08-14 15:04:24,,,,,,,,,,,,,,,,,14.992
Dameon Pierce HOU,,,,,,4.5,81.6,0.7,1.0,15.4,RB,2025-08-14 15:04:27,5.8,40.1,0.1,,,,,,,,,,,,,,14.970000000000002
KhaDarel Hodge ATL,,,,,,0.0,0.0,0.0,0.1,15.1,WR,2025-08-14 15:04:30,8.8,113.7,0.6,,,,,,,,,,,,,,14.770000000000001
DeAndre Carter CLE,,,,,,0.0,2.0,0.0,0.5,14.6,WR,2025-08-14 15:04:30,10.8,125.4,0.5,,,,,,,,,,,,,,14.74
Patrick Taylor Jr. SF,,,,,,29.1,89.6,0.4,0.0,14.5,RB,2025-08-14 15:04:27,2.9,21.5,0.2,,,,,,,,,,,,,,14.71
Tylan Wallace BAL,,,,,,0.0,1.7,0.0,0.0,14.3,WR,2025-08-14 15:04:30,6.7,90.0,0.9,,,,,,,,,,,,,,14.57
Bub Means NO,,,,,,0.0,2.3,0.0,0.0,14.6,WR,2025-08-14 15:04:30,9.5,106.8,0.6,,,,,,,,,,,,,,14.51
Taysom Hill NO,,,,,,,,,0.3,24.8,TE,2025-08-14 15:04:33,12.3,104.7,0.7,,,,,,,,,,,,,,14.07
Rasheen Ali BAL,,,,,,5.2,80.8,0.6,0.0,13.6,RB,2025-08-14 15:04:27,2.4,17.7,0.1,,,,,,,,,,,,,,14.049999999999999
Drew Ogletree IND,,,,,,,,,0.0,13.7,TE,2025-08-14 15:04:33,6.9,86.9,0.8,,,,,,,,,,,,,,13.490000000000002
Simi Fehoko ARI,,,,,,0.0,0.0,0.0,0.0,13.1,WR,2025-08-14 15:04:30,7.6,91.5,0.7,,,,,,,,,,,,,,13.35
Raheem Blackshear CAR,,,,,,30.4,86.8,0.5,0.5,13.2,RB,2025-08-14 15:04:27,2.8,20.6,0.1,,,,,,,,,,,,,,13.34
Tyler Goodson IND,,,,,,16.5,67.0,0.3,0.0,13.7,RB,2025-08-14 15:04:27,4.3,30.3,0.3,,,,,,,,,,,,,,13.330000000000002
Michael Burton DEN,,,,,,6.7,14.6,0.6,0.0,13.0,RB,2025-08-14 15:04:27,7.1,45.6,0.6,,,,,,,,,,,,,,13.22
Jeremy McNichols WAS,,,,,,19.7,73.6,0.7,0.0,13.4,RB,2025-08-14 15:04:27,2.7,15.3,0.0,,,,,,,,,,,,,,13.09
Drew Sample CIN,,,,,,,,,0.0,12.8,TE,2025-08-14 15:04:33,10.4,82.5,0.8,,,,,,,,,,,,,,13.05
Marcus Mariota WAS,22.6,15.2,172.3,1.1,0.3,4.5,22.3,0.0,0.0,13.1,QB,2025-08-14 15:04:24,,,,,,,,,,,,,,,,,12.922000000000002
Jamal Agnew ATL,,,,,,0.0,0.0,0.0,0.0,12.8,WR,2025-08-14 15:04:30,8.6,85.8,0.7,,,,,,,,,,,,,,12.78
Craig Reynolds DET,,,,,,8.5,38.0,0.1,0.0,12.4,RB,2025-08-14 15:04:27,7.0,55.9,0.4,,,,,,,,,,,,,,12.39
Olamide Zaccheaus CHI,,,,,,1.1,6.0,0.0,0.0,12.4,WR,2025-08-14 15:04:30,7.6,81.8,0.6,,,,,,,,,,,,,,12.379999999999999
Pharaoh Brown MIA,,,,,,,,,0.0,12.1,TE,2025-08-14 15:04:33,10.1,93.4,0.5,,,,,,,,,,,,,,12.340000000000002
Ronnie Rivers LAR,,,,,,31.7,90.4,0.5,0.0,12.2,RB,2025-08-14 15:04:27,0.3,2.3,0.0,,,,,,,,,,,,,,12.270000000000001
Travis Homer CHI,,,,,,22.2,71.6,0.3,0.0,12.3,RB,2025-08-14 15:04:27,3.3,25.0,0.1,,,,,,,,,,,,,,12.06
Cedrick Wilson Jr. NO,,,,,,0.0,2.0,0.0,0.0,12.1,WR,2025-08-14 15:04:30,7.9,88.4,0.5,,,,,,,,,,,,,,12.040000000000001
Jimmy Garoppolo LAR,22.9,14.6,179.2,1.3,0.5,1.4,6.1,0.0,0.0,12.5,QB,2025-08-14 15:04:24,,,,,,,,,,,,,,,,,11.977999999999998
Teagan Quitoriano ATL,,,,,,,,,0.0,12.0,TE,2025-08-14 15:04:33,5.5,89.5,0.5,,,,,,,,,,,,,,11.950000000000001
Alec Ingold MIA,,,,,,8.9,21.2,0.6,0.4,11.6,RB,2025-08-14 15:04:27,6.1,44.1,0.4,,,,,,,,,,,,,,11.729999999999999
Lawrence Cager WAS,,,,,,,,,0.0,11.7,TE,2025-08-14 15:04:33,5.5,57.0,1.0,,,,,,,,,,,,,,11.7
KeAndre Lambert-Smith LAC,,,,,,0.0,3.0,0.0,0.0,11.4,WR,2025-08-14 15:04:30,5.9,77.7,0.6,,,,,,,,,,,,,,11.67
Mac Jones SF,25.5,16.2,197.0,1.1,0.8,2.4,9.4,0.0,0.0,12.2,QB,2025-08-14 15:04:24,,,,,,,,,,,,,,,,,11.620000000000001
Michael Carter ARI,,,,,,9.6,41.2,0.2,0.0,11.3,RB,2025-08-14 15:04:27,6.6,44.9,0.3,,,,,,,,,,,,,,11.61
Joshua Dobbs NE,24.5,15.8,177.3,1.1,0.8,2.5,15.7,0.0,0.0,12.1,QB,2025-08-14 15:04:24,,,,,,,,,,,,,,,,,11.462000000000002
C.J. Ham MIN,,,,,,3.0,13.6,1.0,0.0,11.3,RB,2025-08-14 15:04:27,5.3,34.8,0.1,,,,,,,,,,,,,,11.44
Zach Wilson MIA,22.9,14.8,165.2,1.1,0.4,3.4,12.2,0.0,0.0,11.8,QB,2025-08-14 15:04:24,,,,,,,,,,,,,,,,,11.427999999999999
Hunter Renfrow CAR,,,,,,0.0,0.0,0.0,0.0,11.5,WR,2025-08-14 15:04:30,9.3,90.1,0.4,,,,,,,,,,,,,,11.41
Tim Jones MIN,,,,,,0.0,0.0,0.0,0.1,11.4,WR,2025-08-14 15:04:30,7.1,77.1,0.6,,,,,,,,,,,,,,11.11
Gavin Bartholomew MIN,,,,,,,,,0.0,11.0,TE,2025-08-14 15:04:33,7.0,75.0,0.6,,,,,,,,,,,,,,11.1
Bo Melton GB,,,,,,0.0,0.0,0.0,0.0,10.8,WR,2025-08-14 15:04:30,6.2,74.0,0.6,,,,,,,,,,,,,,11.0
LeQuint Allen Jr. JAC,,,,,,4.0,50.9,0.6,0.0,10.6,RB,2025-08-14 15:04:27,3.0,22.0,0.0,,,,,,,,,,,,,,10.89
Aidan O'Connell LV,25.1,16.3,186.4,1.1,0.5,2.0,6.3,0.0,0.3,11.1,QB,2025-08-14 15:04:24,,,,,,,,,,,,,,,,,10.886000000000003
Darrynton Evans BUF,,,,,,15.4,57.9,0.4,0.0,10.6,RB,2025-08-14 15:04:27,2.0,20.2,0.1,,,,,,,,,,,,,,10.81
Tyrod Taylor NYJ,18.8,11.8,187.2,0.9,0.9,4.9,23.0,0.0,0.4,11.9,QB,2025-08-14 15:04:24,,,,,,,,,,,,,,,,,10.787999999999998
Jake Browning CIN,16.1,11.0,150.1,1.1,0.4,1.7,11.2,0.0,0.0,11.2,QB,2025-08-14 15:04:24,,,,,,,,,,,,,,,,,10.723999999999998
Devontez Walker BAL,,,,,,0.0,1.7,0.0,0.0,10.8,WR,2025-08-14 15:04:30,4.9,68.5,0.6,,,,,,,,,,,,,,10.620000000000001
Brevyn Spann-Ford DAL,,,,,,,,,0.0,10.7,TE,2025-08-14 15:04:33,7.3,69.7,0.6,,,,,,,,,,,,,,10.57
Pierre Strong Jr. CLE,,,,,,15.9,53.9,0.2,0.0,10.6,RB,2025-08-14 15:04:27,4.4,32.8,0.1,,,,,,,,,,,,,,10.47
Lucas Krull DEN,,,,,,,,,0.0,10.3,TE,2025-08-14 15:04:33,8.3,79.8,0.4,,,,,,,,,,,,,,10.38
Carson Steele KC,,,,,,27.3,70.3,0.3,0.7,10.2,RB,2025-08-14 15:04:27,4.1,22.2,0.1,,,,,,,,,,,,,,10.25
Ben Skowronek PIT,,,,,,0.0,0.0,0.0,0.0,10.3,WR,2025-08-14 15:04:30,6.5,72.3,0.5,,,,,,,,,,,,,,10.23
Devin Culp TB,,,,,,,,,0.0,10.1,TE,2025-08-14 15:04:33,6.1,65.6,0.6,,,,,,,,,,,,,,10.16
Quintin Morris JAC,,,,,,,,,0.0,10.1,TE,2025-08-14 15:04:33,7.9,70.6,0.5,,,,,,,,,,,,,,10.059999999999999
Jacoby Brissett ARI,20.8,13.8,166.3,0.8,0.5,2.4,11.9,0.0,0.0,10.5,QB,2025-08-14 15:04:24,,,,,,,,,,,,,,,,,10.042
Hunter Long JAC,,,,,,,,,0.0,9.8,TE,2025-08-14 15:04:33,8.4,76.2,0.4,,,,,,,,,,,,,,10.020000000000001
Jordan Mims TEN,,,,,,14.8,62.1,0.3,0.0,9.9,RB,2025-08-14 15:04:27,2.0,14.1,0.1,,,,,,,,,,,,,,10.020000000000001
Sam Howell MIN,14.5,8.9,140.5,1.1,0.7,2.7,12.6,0.0,0.0,10.5,QB,2025-08-14 15:04:24,,,,,,,,,,,,,,,,,9.879999999999999
Tanner McLachlan CIN,,,,,,,,,0.0,9.9,TE,2025-08-14 15:04:33,7.0,68.5,0.5,,,,,,,,,,,,,,9.850000000000001
Gardner Minshew II KC,21.4,14.3,169.5,1.1,0.5,2.4,9.7,0.0,0.7,10.2,QB,2025-08-14 15:04:24,,,,,,,,,,,,,,,,,9.75
Giovanni Ricci MIN,,,,,,,,,0.0,9.6,TE,2025-08-14 15:04:33,8.0,96.0,0.0,,,,,,,,,,,,,,9.600000000000001
Charlie Kolar BAL,,,,,,,,,0.0,9.9,TE,2025-08-14 15:04:33,5.7,71.7,0.4,,,,,,,,,,,,,,9.57
Israel Abanikanda GB,,,,,,13.3,54.8,0.4,0.0,9.2,RB,2025-08-14 15:04:27,1.3,10.7,0.1,,,,,,,,,,,,,,9.55
Joe Milton III DAL,15.9,10.4,138.1,0.8,0.4,2.2,15.7,0.0,0.0,9.7,QB,2025-08-14 15:04:24,,,,,,,,,,,,,,,,,9.494
Jaheim Bell NE,,,,,,,,,0.0,9.4,TE,2025-08-14 15:04:33,6.4,64.2,0.5,,,,,,,,,,,,,,9.420000000000002
Malik Heath GB,,,,,,0.0,0.0,0.0,0.0,8.9,WR,2025-08-14 15:04:30,5.5,62.2,0.5,,,,,,,,,,,,,,9.22
Maurice Alexander CHI,,,,,,0.0,0.0,0.0,0.0,9.3,WR,2025-08-14 15:04:30,6.3,68.2,0.4,,,,,,,,,,,,,,9.22
Tommy Mellott LV,,,,,,4.0,24.1,0.2,0.0,8.8,WR,2025-08-14 15:04:30,3.7,43.6,0.2,,,,,,,,,,,,,,9.170000000000002
Samori Toure CHI,,,,,,0.0,0.0,0.0,0.0,9.2,WR,2025-08-14 15:04:30,6.1,67.7,0.4,,,,,,,,,,,,,,9.170000000000002
Kenny Yeboah DET,,,,,,,,,0.0,9.2,TE,2025-08-14 15:04:33,6.0,61.5,0.5,,,,,,,,,,,,,,9.15
Brenden Bates CLE,,,,,,,,,0.0,9.4,TE,2025-08-14 15:04:33,6.5,61.4,0.5,,,,,,,,,,,,,,9.14
Xavier Weaver ARI,,,,,,0.0,0.0,0.0,0.0,9.0,WR,2025-08-14 15:04:30,5.2,61.3,0.5,,,,,,,,,,,,,,9.129999999999999
Eric Saubert SEA,,,,,,,,,0.0,8.8,TE,2025-08-14 15:04:33,6.9,61.0,0.5,,,,,,,,,,,,,,9.100000000000001
John Bates WAS,,,,,,,,,0.0,9.3,TE,2025-08-14 15:04:33,5.9,54.9,0.6,,,,,,,,,,,,,,9.09
David Moore CAR,,,,,,0.0,0.0,0.0,0.0,9.0,WR,2025-08-14 15:04:30,5.8,72.3,0.3,,,,,,,,,,,,,,9.030000000000001
Luke Farrell SF,,,,,,,,,0.0,9.1,TE,2025-08-14 15:04:33,6.6,64.6,0.4,,,,,,,,,,,,,,8.86
Hendon Hooker DET,13.7,9.2,141.6,0.7,0.4,2.6,9.4,0.0,0.0,9.2,QB,2025-08-14 15:04:24,,,,,,,,,,,,,,,,,8.604
Jarrett Stidham DEN,13.8,9.2,129.2,0.8,0.4,2.2,10.2,0.0,0.0,8.8,QB,2025-08-14 15:04:24,,,,,,,,,,,,,,,,,8.588
Stone Smartt NYJ,,,,,,,,,0.3,8.2,TE,2025-08-14 15:04:33,5.5,66.7,0.4,,,,,,,,,,,,,,8.47
Hassan Haskins LAC,,,,,,15.5,35.0,0.3,0.0,8.9,RB,2025-08-14 15:04:27,1.3,13.7,0.3,,,,,,,,,,,,,,8.469999999999999
Dante Pettis NO,,,,,,2.1,9.7,0.0,0.0,8.5,WR,2025-08-14 15:04:30,5.5,62.9,0.2,,,,,,,,,,,,,,8.46
Brayden Willis SF,,,,,,,,,0.0,8.5,TE,2025-08-14 15:04:33,4.5,54.5,0.5,,,,,,,,,,,,,,8.45
Dare Ogunbowale HOU,,,,,,5.2,24.9,0.1,0.0,8.0,RB,2025-08-14 15:04:27,5.3,40.6,0.2,,,,,,,,,,,,,,8.350000000000001
Mitchell Trubisky BUF,13.1,8.2,132.5,0.7,0.4,2.6,10.5,0.0,0.0,8.9,QB,2025-08-14 15:04:24,,,,,,,,,,,,,,,,,8.35
Mitchell Evans CAR,,,,,,,,,0.0,8.2,TE,2025-08-14 15:04:33,6.3,59.4,0.4,,,,,,,,,,,,,,8.34
Cooper Rush BAL,11.6,8.1,134.9,0.8,0.4,3.1,13.4,0.0,0.4,8.7,QB,2025-08-14 15:04:24,,,,,,,,,,,,,,,,,8.336
Ian Thomas LV,,,,,,,,,0.0,8.3,TE,2025-08-14 15:04:33,6.6,59.0,0.4,,,,,,,,,,,,,,8.3
Ben Sims GB,,,,,,,,,0.0,8.1,TE,2025-08-14 15:04:33,5.0,51.0,0.5,,,,,,,,,,,,,,8.100000000000001
Caleb Lohner DEN,,,,,,,,,0.0,8.1,TE,2025-08-14 15:04:33,5.5,51.0,0.5,,,,,,,,,,,,,,8.100000000000001
Tyson Bagent CHI,11.5,7.0,111.7,0.7,0.3,2.5,14.3,0.0,0.0,8.2,QB,2025-08-14 15:04:24,,,,,,,,,,,,,,,,,8.098
Jackson Hawes BUF,,,,,,,,,0.0,8.0,TE,2025-08-14 15:04:33,5.3,56.8,0.4,,,,,,,,,,,,,,8.08
Thomas Fidone II NYG,,,,,,,,,0.0,8.1,TE,2025-08-14 15:04:33,5.5,50.5,0.5,,,,,,,,,,,,,,8.05
Davis Mills HOU,14.0,8.4,129.0,0.7,0.4,2.1,8.6,0.0,0.0,8.6,QB,2025-08-14 15:04:24,,,,,,,,,,,,,,,,,8.02
Julius Chestnut TEN,,,,,,9.9,30.3,0.1,0.0,7.9,RB,2025-08-14 15:04:27,4.4,31.6,0.2,,,,,,,,,,,,,,7.990000000000001
Nick Mullens JAC,14.0,9.5,142.4,0.7,0.7,2.1,8.7,0.0,0.0,8.8,QB,2025-08-14 15:04:24,,,,,,,,,,,,,,,,,7.966
Johnny Wilson PHI,,,,,,0.0,0.0,0.0,0.0,8.1,WR,2025-08-14 15:04:30,4.4,55.4,0.4,,,,,,,,,,,,,,7.94
Justin Watson HOU,,,,,,0.0,0.0,0.0,0.0,7.7,WR,2025-08-14 15:04:30,4.4,60.1,0.3,,,,,,,,,,,,,,7.8100000000000005
Cam Grandy CIN,,,,,,,,,0.0,8.1,TE,2025-08-14 15:04:33,6.2,54.0,0.4,,,,,,,,,,,,,,7.800000000000001
Tanner McKee PHI,11.1,7.1,124.8,0.7,0.4,3.1,8.0,0.0,0.0,8.4,QB,2025-08-14 15:04:24,,,,,,,,,,,,,,,,,7.792
Jared Wiley KC,,,,,,,,,0.0,7.7,TE,2025-08-14 15:04:33,5.4,53.4,0.4,,,,,,,,,,,,,,7.74
Rondale Moore MIN,,,,,,0.0,5.5,0.0,0.0,7.3,WR,2025-08-14 15:04:30,5.1,46.9,0.4,,,,,,,,,,,,,,7.640000000000001
Frank Gore Jr. BUF,,,,,,10.2,42.8,0.2,0.0,7.7,RB,2025-08-14 15:04:27,2.0,14.9,0.1,,,,,,,,,,,,,,7.57
Patrick Ricard BAL,,,,,,4.1,11.5,0.1,0.0,7.5,RB,2025-08-14 15:04:27,3.4,28.0,0.5,,,,,,,,,,,,,,7.550000000000001
Drew Lock SEA,14.3,9.3,132.2,0.7,0.7,2.2,8.5,0.0,0.0,8.4,QB,2025-08-14 15:04:24,,,,,,,,,,,,,,,,,7.5379999999999985
Ross Dwelley SF,,,,,,,,,0.0,7.7,TE,2025-08-14 15:04:33,4.0,56.7,0.3,,,,,,,,,,,,,,7.470000000000001
Andy Dalton CAR,14.1,9.0,128.2,0.7,0.7,2.1,8.6,0.0,0.0,8.2,QB,2025-08-14 15:04:24,,,,,,,,,,,,,,,,,7.387999999999999
Quinn Ewers MIA,9.0,6.0,108.7,0.7,0.3,1.0,7.7,0.0,0.0,7.4,QB,2025-08-14 15:04:24,,,,,,,,,,,,,,,,,7.318
Derius Davis LAC,,,,,,10.5,35.4,0.2,0.6,7.5,WR,2025-08-14 15:04:30,2.8,31.2,0.1,,,,,,,,,,,,,,7.260000000000001
Brandon Allen TEN,12.8,8.2,123.7,0.7,0.7,2.1,6.6,0.0,0.0,7.8,QB,2025-08-14 15:04:24,,,,,,,,,,,,,,,,,7.008000000000001
Deuce Vaughn DAL,,,,,,9.0,35.4,0.1,0.0,7.0,RB,2025-08-14 15:04:27,3.1,21.4,0.1,,,,,,,,,,,,,,6.880000000000001
Kyle Trask TB,5.7,3.5,120.2,0.7,0.6,0.3,4.5,0.0,0.0,7.3,QB,2025-08-14 15:04:24,,,,,,,,,,,,,,,,,6.858
Gary Brightwell CIN,,,,,,8.1,33.8,0.2,0.0,6.8,RB,2025-08-14 15:04:27,2.4,16.7,0.1,,,,,,,,,,,,,,6.85
Chris Manhertz NYG,,,,,,,,,0.0,6.6,TE,2025-08-14 15:04:33,4.9,43.3,0.4,,,,,,,,,,,,,,6.73
Kirk Cousins ATL,12.8,8.3,130.0,0.7,0.6,1.7,6.3,0.0,0.4,7.3,QB,2025-08-14 15:04:24,,,,,,,,,,,,,,,,,6.63
Charlie Jones CIN,,,,,,0.0,1.7,0.0,0.0,6.4,WR,2025-08-14 15:04:30,4.0,46.4,0.3,,,,,,,,,,,,,,6.609999999999999
Trey Lance LAC,10.0,6.0,109.3,0.3,0.3,2.0,16.0,0.0,0.0,7.0,QB,2025-08-14 15:04:24,,,,,,,,,,,,,,,,,6.572000000000001
Eric Gray NYG,,,,,,11.9,42.7,0.2,0.5,6.0,RB,2025-08-14 15:04:27,1.9,14.4,0.1,,,,,,,,,,,,,,6.510000000000002
Durham Smythe CHI,,,,,,,,,0.0,6.6,TE,2025-08-14 15:04:33,5.4,45.6,0.3,,,,,,,,,,,,,,6.36
Jonathan Mingo DAL,,,,,,0.0,0.0,0.0,0.0,6.2,WR,2025-08-14 15:04:30,4.2,49.8,0.2,,,,,,,,,,,,,,6.180000000000001
Deshaun Watson CLE,0.0,0.0,99.0,0.5,0.5,0.0,12.0,0.0,0.0,6.7,QB,2025-08-14 15:04:24,,,,,,,,,,,,,,,,,6.16
Robert Tonyan KC,,,,,,,,,0.0,6.3,TE,2025-08-14 15:04:33,4.7,43.3,0.3,,,,,,,,,,,,,,6.13
Jordan Watkins SF,,,,,,4.4,15.8,0.1,0.0,6.1,WR,2025-08-14 15:04:30,2.6,33.4,0.1,,,,,,,,,,,,,,6.119999999999999
Case Keenum CHI,14.4,8.7,91.9,0.6,0.1,1.1,2.4,0.0,0.0,6.3,QB,2025-08-14 15:04:24,,,,,,,,,,,,,,,,,6.1160000000000005
Kendric Pryor CIN,,,,,,0.0,0.0,0.0,0.0,6.2,WR,2025-08-14 15:04:30,3.9,41.8,0.3,,,,,,,,,,,,,,5.9799999999999995
Trishton Jackson ARI,,,,,,0.0,0.0,0.0,0.0,6.1,WR,2025-08-14 15:04:30,3.4,40.6,0.3,,,,,,,,,,,,,,5.86
Jashaun Corbin ATL,,,,,,9.3,35.1,0.2,0.0,5.7,RB,2025-08-14 15:04:27,1.5,10.6,0.0,,,,,,,,,,,,,,5.770000000000001
Mo Alie-Cox IND,,,,,,,,,0.0,5.2,TE,2025-08-14 15:04:33,3.1,37.0,0.3,,,,,,,,,,,,,,5.5
Hunter Luepke DAL,,,,,,4.2,14.6,0.1,0.0,4.9,RB,2025-08-14 15:04:27,3.9,26.6,0.1,,,,,,,,,,,,,,5.32
Tre' McKitty HOU,,,,,,,,,0.0,5.1,TE,2025-08-14 15:04:33,4.1,40.2,0.2,,,,,,,,,,,,,,5.220000000000001
Austin Trammell JAC,,,,,,0.0,0.0,0.0,0.0,5.0,WR,2025-08-14 15:04:30,3.4,40.1,0.2,,,,,,,,,,,,,,5.210000000000001
Irv Smith Jr. HOU,,,,,,,,,0.0,5.0,TE,2025-08-14 15:04:33,4.0,33.8,0.3,,,,,,,,,,,,,,5.18
Dareke Young SEA,,,,,,0.0,0.0,0.0,0.0,5.4,WR,2025-08-14 15:04:30,3.4,39.8,0.2,,,,,,,,,,,,,,5.18
Cody White SEA,,,,,,0.0,0.0,0.0,0.0,5.4,WR,2025-08-14 15:04:30,3.4,39.8,0.2,,,,,,,,,,,,,,5.18
John Metchie III HOU,,,,,,0.0,0.0,0.0,0.0,5.2,WR,2025-08-14 15:04:30,3.5,39.4,0.2,,,,,,,,,,,,,,5.140000000000001
Jalen Brooks DAL,,,,,,0.0,0.0,0.0,0.0,5.4,WR,2025-08-14 15:04:30,3.4,39.1,0.2,,,,,,,,,,,,,,5.11
Davis Allen LAR,,,,,,,,,0.0,5.1,TE,2025-08-14 15:04:33,4.1,38.4,0.2,,,,,,,,,,,,,,5.04
Bryce Oliver TEN,,,,,,0.0,0.0,0.0,0.0,5.1,WR,2025-08-14 15:04:30,3.4,38.2,0.2,,,,,,,,,,,,,,5.0200000000000005
Josh Johnson WAS,10.5,7.5,64.5,0.5,0.0,2.5,4.0,0.0,0.0,5.0,QB,2025-08-14 15:04:24,,,,,,,,,,,,,,,,,4.98
Will Mallory IND,,,,,,,,,0.0,4.9,TE,2025-08-14 15:04:33,2.9,31.3,0.3,,,,,,,,,,,,,,4.93
Sterling Shepard TB,,,,,,0.0,3.7,0.0,0.0,5.0,WR,2025-08-14 15:04:30,3.4,33.5,0.2,,,,,,,,,,,,,,4.92
Tip Reiman ARI,,,,,,,,,0.0,5.0,TE,2025-08-14 15:04:33,4.4,43.0,0.1,,,,,,,,,,,,,,4.9
