UNNAMED:_0_LEVEL_0_PLAYER,PASSING_ATT,PASSING_CMP,PASSING_YDS,PASSING_TDS,PASSING_INTS,RUSHING_ATT,RUSHING_YDS,RUSHING_TDS,MISC_FL,MISC_FPTS,POSITION,SCRAPE_DATE,RECEIVING_REC,RECEIVING_YDS,RECEIVING_TDS,PLAYER,FG,FGA,XPT,FPTS,SACK,INT,FR,FF,TD,SAFETY,PA,YDS_AGN
Raheem Mostert LV,,,,,,77.5,289.9,2.6,0.8,60.0,RB,2025-08-14 15:04:27,18.1,133.8,0.6,,,,,,,,,,,,,
Blake Corum LAR,,,,,,96.3,350.7,2.4,0.4,59.5,RB,2025-08-14 15:04:27,12.0,87.5,0.3,,,,,,,,,,,,,
Justice Hill BAL,,,,,,41.8,185.1,1.1,0.4,56.6,RB,2025-08-14 15:04:27,27.3,222.3,1.7,,,,,,,,,,,,,
Woody Marks HOU,,,,,,72.3,259.1,1.8,0.1,56.6,RB,2025-08-14 15:04:27,20.0,146.4,1.0,,,,,,,,,,,,,
Keaton Mitchell BAL,,,,,,75.6,330.0,1.7,0.0,54.1,RB,2025-08-14 15:04:27,8.6,83.4,0.5,,,,,,,,,,,,,
Samaje Perine CIN,,,,,,51.2,200.4,1.5,0.7,53.5,RB,2025-08-14 15:04:27,21.2,195.7,1.1,,,,,,,,,,,,,
Khalil Herbert IND,,,,,,84.6,325.0,2.1,0.0,51.8,RB,2025-08-14 15:04:27,8.3,54.0,0.2,,,,,,,,,,,,,
Ty Johnson BUF,,,,,,45.7,208.1,1.0,0.1,51.6,RB,2025-08-14 15:04:27,15.2,165.1,1.5,,,,,,,,,,,,,
Jarquez Hunter LAR,,,,,,57.1,245.0,1.9,0.7,43.9,RB,2025-08-14 15:04:27,8.5,69.0,0.4,,,,,,,,,,,,,
Antonio Gibson NE,,,,,,51.5,209.5,1.0,0.0,42.4,RB,2025-08-14 15:04:27,15.8,127.1,0.5,,,,,,,,,,,,,
Elijah Mitchell KC,,,,,,62.5,235.9,1.9,0.1,42.2,RB,2025-08-14 15:04:27,8.5,49.6,0.4,,,,,,,,,,,,,
Devin Singletary NYG,,,,,,51.8,234.9,1.5,0.4,39.0,RB,2025-08-14 15:04:27,9.4,63.3,0.1,,,,,,,,,,,,,
Trevor Etienne CAR,,,,,,47.8,191.3,1.5,0.4,38.3,RB,2025-08-14 15:04:27,10.7,86.8,0.4,,,,,,,,,,,,,
Tahj Brooks CIN,,,,,,24.9,225.4,1.9,0.6,38.0,RB,2025-08-14 15:04:27,6.7,48.2,0.1,,,,,,,,,,,,,
Kenneth Gainwell PIT,,,,,,53.9,196.5,1.3,0.4,37.7,RB,2025-08-14 15:04:27,12.5,88.6,0.4,,,,,,,,,,,,,
Will Shipley PHI,,,,,,37.4,199.4,1.3,0.1,36.2,RB,2025-08-14 15:04:27,8.3,61.8,0.4,,,,,,,,,,,,,
Sean Tucker TB,,,,,,44.8,231.4,1.4,0.7,36.1,RB,2025-08-14 15:04:27,5.1,40.1,0.3,,,,,,,,,,,,,
Devin Neal NO,,,,,,38.8,204.6,1.3,0.1,35.9,RB,2025-08-14 15:04:27,7.3,54.5,0.4,,,,,,,,,,,,,
Emanuel Wilson GB,,,,,,41.9,202.7,1.4,0.3,35.6,RB,2025-08-14 15:04:27,7.4,53.9,0.4,,,,,,,,,,,,,
Kyle Monangai CHI,,,,,,33.4,213.0,1.8,0.0,35.0,RB,2025-08-14 15:04:27,4.4,31.6,0.0,,,,,,,,,,,,,
Jaleel McLaughlin DEN,,,,,,30.5,142.6,0.8,0.5,34.3,RB,2025-08-14 15:04:27,18.2,110.4,0.9,,,,,,,,,,,,,
Zamir White LV,,,,,,56.1,190.2,1.1,0.0,33.6,RB,2025-08-14 15:04:27,8.6,61.7,0.3,,,,,,,,,,,,,
A.J. Dillon PHI,,,,,,50.1,199.1,1.6,0.0,32.7,RB,2025-08-14 15:04:27,3.6,28.6,0.1,,,,,,,,,,,,,
Jacory Croskey-Merritt WAS,,,,,,33.0,169.7,1.4,0.0,28.3,RB,2025-08-14 15:04:27,3.7,27.3,0.1,,,,,,,,,,,,,
DJ Giddens IND,,,,,,24.1,154.3,1.2,0.0,27.1,RB,2025-08-14 15:04:27,5.8,43.6,0.1,,,,,,,,,,,,,
Jordan James SF,,,,,,26.9,154.8,1.3,0.0,26.1,RB,2025-08-14 15:04:27,3.3,29.5,0.0,,,,,,,,,,,,,
Ollie Gordon II MIA,,,,,,31.9,151.3,1.2,0.4,26.1,RB,2025-08-14 15:04:27,5.1,36.3,0.1,,,,,,,,,,,,,
Brashard Smith KC,,,,,,9.7,97.0,0.7,0.0,25.5,RB,2025-08-14 15:04:27,10.9,80.3,0.7,,,,,,,,,,,,,
Audric Estime DEN,,,,,,45.5,148.6,0.9,0.4,25.1,RB,2025-08-14 15:04:27,5.8,40.1,0.2,,,,,,,,,,,,,
Amar Johnson GB,,,,,,35.0,164.0,1.0,0.0,25.0,RB,2025-08-14 15:04:27,2.0,26.0,0.0,,,,,,,,,,,,,
Kyle Juszczyk SF,,,,,,6.7,26.8,0.4,0.4,24.2,RB,2025-08-14 15:04:27,14.1,136.3,1.1,,,,,,,,,,,,,
Isaiah Davis NYJ,,,,,,28.3,144.5,0.8,0.0,23.7,RB,2025-08-14 15:04:27,5.1,36.3,0.1,,,,,,,,,,,,,
Chris Brooks GB,,,,,,30.9,139.4,0.9,0.0,22.9,RB,2025-08-14 15:04:27,5.0,32.1,0.0,,,,,,,,,,,,,
Clyde Edwards-Helaire NO,,,,,,41.5,126.7,0.6,0.1,22.1,RB,2025-08-14 15:04:27,5.7,42.7,0.3,,,,,,,,,,,,,
Kimani Vidal LAC,,,,,,35.4,105.4,0.6,0.0,20.0,RB,2025-08-14 15:04:27,5.4,41.2,0.3,,,,,,,,,,,,,
Chris Rodriguez Jr. WAS,,,,,,33.0,121.8,0.9,0.0,19.3,RB,2025-08-14 15:04:27,1.8,13.4,0.0,,,,,,,,,,,,,
Sincere McCormick LV,,,,,,23.7,112.9,0.8,0.1,19.2,RB,2025-08-14 15:04:27,4.3,29.9,0.1,,,,,,,,,,,,,
Emari Demercado ARI,,,,,,18.7,106.3,0.4,0.0,19.1,RB,2025-08-14 15:04:27,8.1,54.1,0.1,,,,,,,,,,,,,
Ty Chandler MIN,,,,,,18.9,96.3,0.7,0.0,18.3,RB,2025-08-14 15:04:27,5.5,38.8,0.1,,,,,,,,,,,,,
Cam Akers NO,,,,,,36.1,113.4,0.6,0.0,18.0,RB,2025-08-14 15:04:27,3.0,20.4,0.1,,,,,,,,,,,,,
Kalel Mullings TEN,,,,,,10.4,96.5,0.6,0.0,15.8,RB,2025-08-14 15:04:27,3.0,21.8,0.0,,,,,,,,,,,,,
Damien Martinez SEA,,,,,,8.6,97.0,0.6,0.0,15.7,RB,2025-08-14 15:04:27,3.0,22.0,0.0,,,,,,,,,,,,,
Dameon Pierce HOU,,,,,,4.5,81.6,0.7,1.0,15.4,RB,2025-08-14 15:04:27,5.8,40.1,0.1,,,,,,,,,,,,,
Patrick Taylor Jr. SF,,,,,,29.1,89.6,0.4,0.0,14.5,RB,2025-08-14 15:04:27,2.9,21.5,0.2,,,,,,,,,,,,,
Tyler Goodson IND,,,,,,16.5,67.0,0.3,0.0,13.7,RB,2025-08-14 15:04:27,4.3,30.3,0.3,,,,,,,,,,,,,
Rasheen Ali BAL,,,,,,5.2,80.8,0.6,0.0,13.6,RB,2025-08-14 15:04:27,2.4,17.7,0.1,,,,,,,,,,,,,
Jeremy McNichols WAS,,,,,,19.7,73.6,0.7,0.0,13.4,RB,2025-08-14 15:04:27,2.7,15.3,0.0,,,,,,,,,,,,,
Raheem Blackshear CAR,,,,,,30.4,86.8,0.5,0.5,13.2,RB,2025-08-14 15:04:27,2.8,20.6,0.1,,,,,,,,,,,,,
Michael Burton DEN,,,,,,6.7,14.6,0.6,0.0,13.0,RB,2025-08-14 15:04:27,7.1,45.6,0.6,,,,,,,,,,,,,
Craig Reynolds DET,,,,,,8.5,38.0,0.1,0.0,12.4,RB,2025-08-14 15:04:27,7.0,55.9,0.4,,,,,,,,,,,,,
Travis Homer CHI,,,,,,22.2,71.6,0.3,0.0,12.3,RB,2025-08-14 15:04:27,3.3,25.0,0.1,,,,,,,,,,,,,
Ronnie Rivers LAR,,,,,,31.7,90.4,0.5,0.0,12.2,RB,2025-08-14 15:04:27,0.3,2.3,0.0,,,,,,,,,,,,,
Alec Ingold MIA,,,,,,8.9,21.2,0.6,0.4,11.6,RB,2025-08-14 15:04:27,6.1,44.1,0.4,,,,,,,,,,,,,
C.J. Ham MIN,,,,,,3.0,13.6,1.0,0.0,11.3,RB,2025-08-14 15:04:27,5.3,34.8,0.1,,,,,,,,,,,,,
Michael Carter ARI,,,,,,9.6,41.2,0.2,0.0,11.3,RB,2025-08-14 15:04:27,6.6,44.9,0.3,,,,,,,,,,,,,
Darrynton Evans BUF,,,,,,15.4,57.9,0.4,0.0,10.6,RB,2025-08-14 15:04:27,2.0,20.2,0.1,,,,,,,,,,,,,
Pierre Strong Jr. CLE,,,,,,15.9,53.9,0.2,0.0,10.6,RB,2025-08-14 15:04:27,4.4,32.8,0.1,,,,,,,,,,,,,
LeQuint Allen Jr. JAC,,,,,,4.0,50.9,0.6,0.0,10.6,RB,2025-08-14 15:04:27,3.0,22.0,0.0,,,,,,,,,,,,,
Carson Steele KC,,,,,,27.3,70.3,0.3,0.7,10.2,RB,2025-08-14 15:04:27,4.1,22.2,0.1,,,,,,,,,,,,,
Jordan Mims TEN,,,,,,14.8,62.1,0.3,0.0,9.9,RB,2025-08-14 15:04:27,2.0,14.1,0.1,,,,,,,,,,,,,
Israel Abanikanda GB,,,,,,13.3,54.8,0.4,0.0,9.2,RB,2025-08-14 15:04:27,1.3,10.7,0.1,,,,,,,,,,,,,
Hassan Haskins LAC,,,,,,15.5,35.0,0.3,0.0,8.9,RB,2025-08-14 15:04:27,1.3,13.7,0.3,,,,,,,,,,,,,
Dare Ogunbowale HOU,,,,,,5.2,24.9,0.1,0.0,8.0,RB,2025-08-14 15:04:27,5.3,40.6,0.2,,,,,,,,,,,,,
Julius Chestnut TEN,,,,,,9.9,30.3,0.1,0.0,7.9,RB,2025-08-14 15:04:27,4.4,31.6,0.2,,,,,,,,,,,,,
Frank Gore Jr. BUF,,,,,,10.2,42.8,0.2,0.0,7.7,RB,2025-08-14 15:04:27,2.0,14.9,0.1,,,,,,,,,,,,,
Patrick Ricard BAL,,,,,,4.1,11.5,0.1,0.0,7.5,RB,2025-08-14 15:04:27,3.4,28.0,0.5,,,,,,,,,,,,,
Deuce Vaughn DAL,,,,,,9.0,35.4,0.1,0.0,7.0,RB,2025-08-14 15:04:27,3.1,21.4,0.1,,,,,,,,,,,,,
Gary Brightwell CIN,,,,,,8.1,33.8,0.2,0.0,6.8,RB,2025-08-14 15:04:27,2.4,16.7,0.1,,,,,,,,,,,,,
Eric Gray NYG,,,,,,11.9,42.7,0.2,0.5,6.0,RB,2025-08-14 15:04:27,1.9,14.4,0.1,,,,,,,,,,,,,
Jashaun Corbin ATL,,,,,,9.3,35.1,0.2,0.0,5.7,RB,2025-08-14 15:04:27,1.5,10.6,0.0,,,,,,,,,,,,,
Hunter Luepke DAL,,,,,,4.2,14.6,0.1,0.0,4.9,RB,2025-08-14 15:04:27,3.9,26.6,0.1,,,,,,,,,,,,,
Jase McClellan TB,,,,,,0.0,34.0,0.0,0.0,4.8,RB,2025-08-14 15:04:27,2.0,14.0,0.0,,,,,,,,,,,,,
DeeJay Dallas ARI,,,,,,5.8,22.2,0.1,0.5,4.4,RB,2025-08-14 15:04:27,3.2,21.4,0.1,,,,,,,,,,,,,
J.J. Taylor HOU,,,,,,0.0,0.0,0.0,0.0,4.1,RB,2025-08-14 15:04:27,4.2,28.0,0.2,,,,,,,,,,,,,
Trey Sermon PIT,,,,,,5.0,20.8,0.1,0.0,3.9,RB,2025-08-14 15:04:27,1.6,11.5,0.1,,,,,,,,,,,,,
Zonovan Knight ARI,,,,,,2.4,10.1,0.1,0.0,3.6,RB,2025-08-14 15:04:27,2.1,15.3,0.1,,,,,,,,,,,,,
Elijah Dotson ATL,,,,,,2.6,10.9,0.1,0.0,3.5,RB,2025-08-14 15:04:27,2.0,13.8,0.1,,,,,,,,,,,,,
Velus Jones Jr. NO,,,,,,2.4,10.5,0.1,0.0,3.4,RB,2025-08-14 15:04:27,1.9,13.5,0.1,,,,,,,,,,,,,
Terrell Jennings NE,,,,,,2.4,10.1,0.1,0.0,3.3,RB,2025-08-14 15:04:27,1.9,14.6,0.1,,,,,,,,,,,,,
Dylan Laube LV,,,,,,0.0,10.0,0.0,0.0,2.1,RB,2025-08-14 15:04:27,1.5,11.0,0.0,,,,,,,,,,,,,
Robbie Ouzts SEA,,,,,,0.0,0.0,0.0,0.0,1.9,RB,2025-08-14 15:04:27,2.0,15.0,0.1,,,,,,,,,,,,,
Carlos Washington Jr. ATL,,,,,,0.0,15.0,0.0,0.0,1.9,RB,2025-08-14 15:04:27,0.5,3.5,0.0,,,,,,,,,,,,,
Scott Matlock LAC,,,,,,0.0,0.0,0.0,0.0,1.8,RB,2025-08-14 15:04:27,2.2,14.7,0.1,,,,,,,,,,,,,
Raheim Sanders LAC,,,,,,0.0,10.5,0.0,0.0,1.8,RB,2025-08-14 15:04:27,1.0,7.5,0.0,,,,,,,,,,,,,
Tyler Badie DEN,,,,,,0.0,10.5,0.0,0.0,1.4,RB,2025-08-14 15:04:27,0.5,3.5,0.0,,,,,,,,,,,,,
Phil Mafah DAL,,,,,,0.0,10.5,0.0,0.0,1.4,RB,2025-08-14 15:04:27,0.5,3.5,0.0,,,,,,,,,,,,,
Jeff Wilson Jr. SF,,,,,,0.0,10.5,0.0,0.0,1.4,RB,2025-08-14 15:04:27,0.5,3.5,0.0,,,,,,,,,,,,,
Trayveon Williams CLE,,,,,,1.2,5.1,0.0,0.0,1.4,RB,2025-08-14 15:04:27,1.0,7.0,0.0,,,,,,,,,,,,,
George Holani SEA,,,,,,0.0,8.5,0.0,0.0,1.2,RB,2025-08-14 15:04:27,0.5,3.5,0.0,,,,,,,,,,,,,
D'Ernest Johnson BAL,,,,,,0.0,8.5,0.0,0.0,1.2,RB,2025-08-14 15:04:27,0.5,3.5,0.0,,,,,,,,,,,,,
Avery Williams PHI,,,,,,1.4,5.7,0.0,0.5,1.0,RB,2025-08-14 15:04:27,1.6,10.9,0.1,,,,,,,,,,,,,
Keilan Robinson PHI,,,,,,0.0,2.0,0.0,0.0,0.9,RB,2025-08-14 15:04:27,1.0,7.0,0.0,,,,,,,,,,,,,
Sione Vaki DET,,,,,,0.0,4.5,0.0,0.0,0.8,RB,2025-08-14 15:04:27,0.5,3.5,0.0,,,,,,,,,,,,,
JaMycal Hasty NE,,,,,,0.0,4.0,0.0,0.0,0.8,RB,2025-08-14 15:04:27,0.5,3.5,0.0,,,,,,,,,,,,,
Myles Gaskin BAL,,,,,,0.0,0.0,0.0,0.0,0.0,RB,2025-08-14 15:04:27,0.0,0.0,0.0,,,,,,,,,,,,,
Nyheim Miller-Hines LAC,,,,,,0.0,0.0,0.0,0.0,0.0,RB,2025-08-14 15:04:27,0.0,0.0,0.0,,,,,,,,,,,,,
Andrew Beck NYJ,,,,,,0.0,0.0,0.0,0.0,0.0,RB,2025-08-14 15:04:27,0.0,0.0,0.0,,,,,,,,,,,,,
Jakob Johnson HOU,,,,,,0.0,0.0,0.0,0.0,0.0,RB,2025-08-14 15:04:27,0.0,0.0,0.0,,,,,,,,,,,,,
Ke'Shawn Vaughn SF,,,,,,0.0,0.0,0.0,0.0,0.0,RB,2025-08-14 15:04:27,0.0,0.0,0.0,,,,,,,,,,,,,
Salvon Ahmed IND,,,,,,0.0,0.0,0.0,0.0,0.0,RB,2025-08-14 15:04:27,0.0,0.0,0.0,,,,,,,,,,,,,
Reggie Gilliam BUF,,,,,,0.0,0.0,0.0,0.0,0.0,RB,2025-08-14 15:04:27,0.0,0.0,0.0,,,,,,,,,,,,,
Jonathan Ward NYG,,,,,,0.0,0.0,0.0,0.0,0.0,RB,2025-08-14 15:04:27,0.0,0.0,0.0,,,,,,,,,,,,,
Jermar Jefferson TEN,,,,,,0.0,0.0,0.0,0.0,0.0,RB,2025-08-14 15:04:27,0.0,0.0,0.0,,,,,,,,,,,,,
Demetric Felton Jr. WAS,,,,,,0.0,0.0,0.0,0.0,0.0,RB,2025-08-14 15:04:27,0.0,0.0,0.0,,,,,,,,,,,,,
Kene Nwangwu NYJ,,,,,,0.0,0.0,0.0,0.0,0.0,RB,2025-08-14 15:04:27,0.0,0.0,0.0,,,,,,,,,,,,,
Jaret Patterson LAC,,,,,,0.0,0.0,0.0,0.0,0.0,RB,2025-08-14 15:04:27,0.0,0.0,0.0,,,,,,,,,,,,,
Deon Jackson DET,,,,,,0.0,0.0,0.0,0.0,0.0,RB,2025-08-14 15:04:27,0.0,0.0,0.0,,,,,,,,,,,,,
Keaontay Ingram KC,,,,,,0.0,0.0,0.0,0.0,0.0,RB,2025-08-14 15:04:27,0.0,0.0,0.0,,,,,,,,,,,,,
Brittain Brown CHI,,,,,,0.0,0.0,0.0,0.0,0.0,RB,2025-08-14 15:04:27,0.0,0.0,0.0,,,,,,,,,,,,,
Malik Davis DAL,,,,,,0.0,0.0,0.0,0.0,0.0,RB,2025-08-14 15:04:27,0.0,0.0,0.0,,,,,,,,,,,,,
Evan Hull PIT,,,,,,0.0,0.0,0.0,0.0,0.0,RB,2025-08-14 15:04:27,0.0,0.0,0.0,,,,,,,,,,,,,
Lew Nichols III PIT,,,,,,0.0,0.0,0.0,0.0,0.0,RB,2025-08-14 15:04:27,0.0,0.0,0.0,,,,,,,,,,,,,
Deneric Prince NE,,,,,,0.0,0.0,0.0,0.0,0.0,RB,2025-08-14 15:04:27,0.0,0.0,0.0,,,,,,,,,,,,,
Ben VanSumeren PHI,,,,,,0.0,0.0,0.0,0.0,0.0,RB,2025-08-14 15:04:27,0.0,0.0,0.0,,,,,,,,,,,,,
Brady Russell SEA,,,,,,0.0,0.0,0.0,0.0,0.0,RB,2025-08-14 15:04:27,0.0,0.0,0.0,,,,,,,,,,,,,
Owen Wright TB,,,,,,0.0,0.0,0.0,0.0,0.0,RB,2025-08-14 15:04:27,0.0,0.0,0.0,,,,,,,,,,,,,
Jonathon Brooks CAR,,,,,,0.0,0.0,0.0,0.0,0.0,RB,2025-08-14 15:04:27,0.0,0.0,0.0,,,,,,,,,,,,,
Jawhar Jordan HOU,,,,,,0.0,0.0,0.0,0.0,0.0,RB,2025-08-14 15:04:27,0.0,0.0,0.0,,,,,,,,,,,,,
Dante Miller NYG,,,,,,0.0,0.0,0.0,0.0,0.0,RB,2025-08-14 15:04:27,0.0,0.0,0.0,,,,,,,,,,,,,
Blake Watson DEN,,,,,,0.0,0.0,0.0,0.0,0.0,RB,2025-08-14 15:04:27,0.0,0.0,0.0,,,,,,,,,,,,,
Jacob Saylors DET,,,,,,0.0,0.0,0.0,0.0,0.0,RB,2025-08-14 15:04:27,0.0,0.0,0.0,,,,,,,,,,,,,
British Brooks HOU,,,,,,0.0,0.0,0.0,0.0,0.0,RB,2025-08-14 15:04:27,0.0,0.0,0.0,,,,,,,,,,,,,
Cody Schrader LAR,,,,,,0.0,0.0,0.0,0.0,0.0,RB,2025-08-14 15:04:27,0.0,0.0,0.0,,,,,,,,,,,,,
Kendall Milton CIN,,,,,,0.0,0.0,0.0,0.0,0.0,RB,2025-08-14 15:04:27,0.0,0.0,0.0,,,,,,,,,,,,,
Chris Collier LV,,,,,,0.0,0.0,0.0,0.0,0.0,RB,2025-08-14 15:04:27,0.0,0.0,0.0,,,,,,,,,,,,,
Donovan Edwards NYJ,,,,,,0.0,0.0,0.0,0.0,0.0,RB,2025-08-14 15:04:27,0.0,0.0,0.0,,,,,,,,,,,,,
Corey Kiner SF,,,,,,0.0,0.0,0.0,0.0,0.0,RB,2025-08-14 15:04:27,0.0,0.0,0.0,,,,,,,,,,,,,
Ja'Marr Chase CIN,,,,,,1.6,12.7,0.0,0.6,231.2,WR,2025-08-14 15:04:30,120.7,1577.7,12.2,,,,,,,,,,,,,
Justin Jefferson MIN,,,,,,0.5,2.2,0.0,0.6,205.1,WR,2025-08-14 15:04:30,106.4,1478.9,9.7,,,,,,,,,,,,,
CeeDee Lamb DAL,,,,,,9.2,59.4,0.3,1.0,193.3,WR,2025-08-14 15:04:30,111.7,1394.4,8.0,,,,,,,,,,,,,
Puka Nacua LAR,,,,,,10.7,61.4,0.6,0.6,187.7,WR,2025-08-14 15:04:30,105.7,1374.2,7.0,,,,,,,,,,,,,
Nico Collins HOU,,,,,,0.0,1.6,0.0,0.5,183.5,WR,2025-08-14 15:04:30,92.0,1313.4,8.9,,,,,,,,,,,,,
Malik Nabers NYG,,,,,,2.6,12.2,0.0,0.6,183.3,WR,2025-08-14 15:04:30,106.6,1338.5,8.2,,,,,,,,,,,,,
Brian Thomas Jr. JAC,,,,,,3.8,25.1,0.0,0.6,182.1,WR,2025-08-14 15:04:30,91.8,1292.7,8.6,,,,,,,,,,,,,
Amon-Ra St. Brown DET,,,,,,1.9,12.6,0.1,0.9,180.9,WR,2025-08-14 15:04:30,110.4,1267.7,9.1,,,,,,,,,,,,,
A.J. Brown PHI,,,,,,0.0,0.0,0.0,0.9,172.8,WR,2025-08-14 15:04:30,84.8,1244.7,8.4,,,,,,,,,,,,,
Drake London ATL,,,,,,0.3,2.0,0.0,0.6,169.8,WR,2025-08-14 15:04:30,95.5,1217.7,8.2,,,,,,,,,,,,,
Tyreek Hill MIA,,,,,,7.2,40.3,0.1,0.6,168.4,WR,2025-08-14 15:04:30,94.2,1184.3,7.7,,,,,,,,,,,,,
Mike Evans TB,,,,,,0.0,0.0,0.0,0.5,164.5,WR,2025-08-14 15:04:30,79.2,1063.4,9.9,,,,,,,,,,,,,
Ladd McConkey LAC,,,,,,0.0,1.4,0.0,0.7,164.0,WR,2025-08-14 15:04:30,90.5,1210.9,7.4,,,,,,,,,,,,,
Tee Higgins CIN,,,,,,0.0,0.0,0.0,0.9,161.1,WR,2025-08-14 15:04:30,86.6,1093.9,8.9,,,,,,,,,,,,,
Terry McLaurin WAS,,,,,,1.1,4.8,0.0,0.9,159.7,WR,2025-08-14 15:04:30,83.6,1115.4,8.2,,,,,,,,,,,,,
Davante Adams LAR,,,,,,0.3,0.0,0.0,0.5,159.2,WR,2025-08-14 15:04:30,85.4,1101.6,8.3,,,,,,,,,,,,,
DK Metcalf PIT,,,,,,0.0,1.2,0.0,1.3,154.9,WR,2025-08-14 15:04:30,77.8,1137.9,7.3,,,,,,,,,,,,,
Marvin Harrison Jr. ARI,,,,,,0.0,3.2,0.0,1.0,154.5,WR,2025-08-14 15:04:30,79.6,1098.9,7.7,,,,,,,,,,,,,
Jaxon Smith-Njigba SEA,,,,,,2.6,20.5,0.0,0.6,152.8,WR,2025-08-14 15:04:30,94.7,1121.1,6.6,,,,,,,,,,,,,
Xavier Worthy KC,,,,,,15.7,84.6,1.5,0.5,146.5,WR,2025-08-14 15:04:30,70.6,874.0,7.1,,,,,,,,,,,,,
Zay Flowers BAL,,,,,,8.2,48.4,0.1,0.5,145.2,WR,2025-08-14 15:04:30,74.9,1028.7,6.3,,,,,,,,,,,,,
Garrett Wilson NYJ,,,,,,1.9,13.5,0.0,1.3,144.5,WR,2025-08-14 15:04:30,91.7,1095.7,6.0,,,,,,,,,,,,,
Courtland Sutton DEN,,,,,,0.0,0.2,0.0,0.9,144.3,WR,2025-08-14 15:04:30,76.7,1016.3,7.4,,,,,,,,,,,,,
DJ Moore CHI,,,,,,9.5,54.0,0.1,0.9,142.7,WR,2025-08-14 15:04:30,86.7,1007.7,6.3,,,,,,,,,,,,,
Calvin Ridley TEN,,,,,,5.6,33.4,0.3,0.9,141.9,WR,2025-08-14 15:04:30,70.1,1027.0,6.0,,,,,,,,,,,,,
Jameson Williams DET,,,,,,7.4,63.4,0.8,0.5,141.6,WR,2025-08-14 15:04:30,60.4,958.3,6.0,,,,,,,,,,,,,
DeVonta Smith PHI,,,,,,0.3,1.2,0.0,0.5,137.7,WR,2025-08-14 15:04:30,81.2,977.7,6.8,,,,,,,,,,,,,
George Pickens DAL,,,,,,1.0,6.2,0.0,0.9,137.3,WR,2025-08-14 15:04:30,68.4,1001.7,6.4,,,,,,,,,,,,,
Deebo Samuel Sr. WAS,,,,,,30.1,127.9,1.2,1.0,132.2,WR,2025-08-14 15:04:30,65.1,834.5,5.1,,,,,,,,,,,,,
Jerry Jeudy CLE,,,,,,0.3,4.8,0.0,0.6,131.8,WR,2025-08-14 15:04:30,80.8,1081.7,4.1,,,,,,,,,,,,,
Jakobi Meyers LV,,,,,,1.2,8.9,0.0,0.5,128.5,WR,2025-08-14 15:04:30,82.4,966.4,5.3,,,,,,,,,,,,,
Jaylen Waddle MIA,,,,,,2.5,15.9,0.1,0.5,126.6,WR,2025-08-14 15:04:30,75.5,965.0,4.9,,,,,,,,,,,,,
Jauan Jennings SF,,,,,,3.6,15.7,0.1,0.6,125.8,WR,2025-08-14 15:04:30,69.7,919.4,5.5,,,,,,,,,,,,,
Jayden Reed GB,,,,,,11.8,93.7,0.7,0.9,124.7,WR,2025-08-14 15:04:30,58.6,783.9,5.7,,,,,,,,,,,,,
Matthew Golden GB,,,,,,0.7,11.8,0.0,0.8,122.2,WR,2025-08-14 15:04:30,61.4,867.6,6.0,,,,,,,,,,,,,
Tetairoa McMillan CAR,,,,,,0.5,7.4,0.0,1.2,121.9,WR,2025-08-14 15:04:30,70.5,907.2,5.5,,,,,,,,,,,,,
Travis Hunter JAC,,,,,,3.8,21.8,0.1,0.8,121.2,WR,2025-08-14 15:04:30,68.4,887.4,5.2,,,,,,,,,,,,,
Chris Godwin TB,,,,,,1.2,6.9,0.0,0.6,119.6,WR,2025-08-14 15:04:30,75.0,862.3,5.6,,,,,,,,,,,,,
Rome Odunze CHI,,,,,,1.3,8.0,0.0,0.9,119.2,WR,2025-08-14 15:04:30,65.6,880.4,5.4,,,,,,,,,,,,,
Ricky Pearsall SF,,,,,,7.0,50.0,0.3,0.6,118.3,WR,2025-08-14 15:04:30,60.0,815.3,5.2,,,,,,,,,,,,,
Keon Coleman BUF,,,,,,0.3,3.8,0.0,0.5,118.3,WR,2025-08-14 15:04:30,52.4,822.6,6.1,,,,,,,,,,,,,
Rashee Rice KC,,,,,,1.1,4.3,0.0,0.6,117.7,WR,2025-08-14 15:04:30,70.5,829.6,5.9,,,,,,,,,,,,,
Chris Olave NO,,,,,,0.3,2.8,0.0,1.3,117.6,WR,2025-08-14 15:04:30,75.6,935.9,4.4,,,,,,,,,,,,,
Stefon Diggs NE,,,,,,1.3,6.9,0.2,0.5,116.8,WR,2025-08-14 15:04:30,77.4,850.5,5.1,,,,,,,,,,,,,
Cooper Kupp SEA,,,,,,1.3,8.9,0.0,0.6,113.9,WR,2025-08-14 15:04:30,73.3,818.5,5.4,,,,,,,,,,,,,
Rashid Shaheed NO,,,,,,7.3,44.5,0.1,1.3,113.8,WR,2025-08-14 15:04:30,56.4,846.0,4.4,,,,,,,,,,,,,
Jordan Addison MIN,,,,,,0.9,8.9,0.2,0.4,112.4,WR,2025-08-14 15:04:30,58.7,762.3,5.8,,,,,,,,,,,,,
Darnell Mooney ATL,,,,,,0.0,1.2,0.0,0.5,110.8,WR,2025-08-14 15:04:30,59.9,837.9,4.6,,,,,,,,,,,,,
Khalil Shakir BUF,,,,,,0.3,3.0,0.0,0.6,109.9,WR,2025-08-14 15:04:30,71.7,812.6,4.9,,,,,,,,,,,,,
